file,table_index,id,status,reason,bloom_tag,difficulty_tag,difficulty_mapped,course_level,skill_tag,topic_tag,choices_count,has_correct_choice,has_question,raw_tags
questions-p2.html,67,canterbury-633452,kept,,3,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-ArithmeticOperators,5,yes,yes,"Nested-Block-Depth-2-two-nested, ATT-Transition-ApplyCode, Contributor_Jaime_Spacco, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-ArithmeticOperators, Block-Vertical-2-Block, TopicSimon-DataTypesAndVariables, Bloom-3-Analysis, Language-Python, CS1, LinguisticComplexity-1-Low, CodeLength-lines-06-to-24_Medium"
questions-p2.html,68,canterbury-634994,kept,,3,2,medium,CS2,,TopicWG-Sorting-NlogN,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, ATT-Type-How, Difficulty-2-Medium, ExternalDomainReferences-1-Low, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, TopicWG-Sorting-NlogN, TopicWG-Sorting-Quadratic, ConceptualComplexity-2-Medium"
questions-p2.html,69,canterbury-618636,excluded,missing_or_invalid_bloom,,,,,,,4,yes,yes,
questions-p2.html,70,canterbury-633374,kept,,1,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-DataTypesAndVariables,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-CSspeak_to_Code, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-1-Atom, TopicSimon-DataTypesAndVariables, Bloom-1-Knowledge, Language-Java, CS1, LinguisticComplexity-1-Low, CodeLength-lines-00-to-06_Low, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,71,canterbury-618656,excluded,missing_or_invalid_bloom,,,,,,,4,yes,yes,
questions-p2.html,72,canterbury-618648,excluded,missing_or_invalid_bloom,,,,,,,4,yes,yes,
questions-p2.html,73,canterbury-635029,kept,,2,2,medium,CS2,Skill-Trace_IncludesExpressions,TopicSimon-ArithmeticOperators,5,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-Code_to_CSspeak, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, TopicSimon-ArithmeticOperators, Block-Vertical-2-Block, Language-C, TopicSimon-DataTypesAndVariables, Bloom-2-Comprehension, LinguisticComplexity-1-Low, CS2, TopicWG-Pointers-ButNotReferences, CodeLength-lines-00-to-06_Low, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,74,canterbury-633263,kept,,3,2,medium,CS2,Skill-Trace_IncludesExpressions,TopicSimon-DataTypesAndVariables,4,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-Code_to_CSspeak, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-3-Relations, Language-C, TopicSimon-DataTypesAndVariables, Bloom-3-Analysis, TopicSimon-Lifetime, LinguisticComplexity-1-Low, CS2, TopicWG-Pointers-ButNotReferences, TopicWG-Recs-Structs-HeteroAggs, TopicWG-Runtime-StorageManagement, CodeLength-lines-00-to-06_Low, TopicSimon-Scope-Visibility, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,75,canterbury-635033,kept,,2,2,medium,CS2,Skill-Trace_IncludesExpressions,TopicSimon-ArithmeticOperators,5,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-Code_to_CSspeak, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, TopicSimon-ArithmeticOperators, Block-Vertical-2-Block, Language-C, TopicSimon-DataTypesAndVariables, Bloom-2-Comprehension, LinguisticComplexity-1-Low, CS2, TopicWG-Pointers-ButNotReferences, CodeLength-lines-00-to-06_Low, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,76,canterbury-635035,excluded,missing_choices,,,,,,,0,no,yes,
questions-p2.html,77,canterbury-618653,excluded,missing_or_invalid_bloom,,,,,,,4,yes,yes,
questions-p2.html,78,canterbury-635034,kept,,3,1,easy,CS1,Skill-WriteCode_MeansChooseOption,TopicWG-ADT-List-DefInterfaceUse,5,yes,yes,"Nested-Block-Depth-2-two-nested, ATT-Transition-ApplyCode, TopicWG-ADT-List-DefInterfaceUse, Contributor_Stephen_Edwards, Skill-WriteCode_MeansChooseOption, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, Block-Vertical-2-Block, Language-Java, Bloom-3-Analysis, TopicSimon-LoopsSubsumesOperators, CS1, LinguisticComplexity-1-Low, TopicSimon-MethodsFuncsProcs, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-1-Low"
questions-p2.html,79,canterbury-635074,kept,,3,2,medium,CS1,,TopicSimon-MethodsFuncsProcs,5,yes,yes,"ATT-Transition-ApplyCode, Contributor_Stephen_Edwards, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-3-Relations, Language-Java, Bloom-3-Analysis, CS1, LinguisticComplexity-1-Low, TopicSimon-MethodsFuncsProcs, TopicSimon-OOconcepts, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,80,canterbury-632274,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-Arrays,3,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, TopicSimon-Arrays, Block-Vertical-1-Atom, TopicWG-LinkedLists, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,81,canterbury-633890,kept,,2,1,easy,CS2,Skill-ExplainCode,TopicSimon-Recursion,2,yes,yes,"Nested-Block-Depth-2-two-nested, Contributor_Elizabeth_Patitsas, ATT-Transition-CSspeak_to_Code, Skill-ExplainCode, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, Language-C, Bloom-2-Comprehension, LinguisticComplexity-1-Low, CS2, CodeLength-lines-06-to-24_Medium, TopicSimon-Recursion"
questions-p2.html,82,canterbury-633237,kept,,2,2,medium,CS2,Skill-DesignProgramWithoutCoding,TopicSimon-CollectionsExceptArray,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-DesignProgramWithoutCoding, Difficulty-2-Medium, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-CollectionsExceptArray, Block-Vertical-4-Macro-Structure, Bloom-2-Comprehension, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low, TopicWG-Trees-Other, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,83,canterbury-630967,excluded,missing_or_invalid_bloom,5,2,medium,CS1,Skill-DesignProgramWithoutCoding,TopicSimon-OOconcepts,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-3-Funct_ProgGoal, ExternalDomainReferences-2-Medium, Block-Vertical-3-Relations, Bloom-5-Synthesis, Language-none-none-none, CS1, LinguisticComplexity-2-Medium, TopicSimon-OOconcepts, CodeLength-NotApplicable, TopicSimon-ProgramDesign, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,84,canterbury-634187,kept,,1,1,easy,CS2,,TopicSimon-AlgorithmComplex-BigO,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, ExternalDomainReferences-1-Low, TopicWG-Heaps, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, TopicWG-Sorting-NlogN"
questions-p2.html,85,canterbury-632097,kept,,2,2,medium,CS1,Skill-Trace_IncludesExpressions,TopicSimon-IO,5,yes,yes,"Contributor_Tony_Clear, Skill-Trace_IncludesExpressions, Difficulty-2-Medium, Block-Horizontal-2-Struct_Control, Block-Vertical-2-Block, Language-C, Bloom-2-Comprehension, TopicSimon-IO, CS1, TopicSimon-Params-SubsumesMethods, CodeLength-lines-00-to-06_Low"
questions-p2.html,86,canterbury-634251,kept,,3,1,easy,CS1,Skill-WriteCode_MeansChooseOption,TopicSimon-DataTypesAndVariables,5,yes,yes,"Nested-Block-Depth-2-two-nested, ATT-Transition-ApplyCode, Contributor_Stephen_Edwards, Skill-WriteCode_MeansChooseOption, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, TopicSimon-DataTypesAndVariables, Language-Java, Bloom-3-Analysis, TopicSimon-LoopsSubsumesOperators, CS1, LinguisticComplexity-1-Low, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-1-Low, TopicSimon-Strings"
questions-p2.html,87,canterbury-633249,kept,,2,3,hard,CS2,Skill-Trace_IncludesExpressions,TopicSimon-Assignment,4,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-CSspeak_to_Code, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-3-High, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-Assignment, Block-Vertical-1-Atom, Language-C, TopicSimon-DataTypesAndVariables, Bloom-2-Comprehension, TopicSimon-IO, LinguisticComplexity-1-Low, CS2, TopicWG-Pointers-ButNotReferences, CodeLength-lines-00-to-06_Low, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,88,canterbury-633372,kept,,2,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-CollectionsExceptArray,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, TopicSimon-CollectionsExceptArray, Bloom-2-Comprehension, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, TopicWG-Trees-Search-Balanced, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,89,canterbury-634925,kept,,3,2,medium,CS1,SkillWG-AnalyzeCode,TopicSimon-Arrays,5,yes,yes,"Nested-Block-Depth-3-three-nested, Contributor_Michael_Goldweber, ATT-Transition-Code_to_English, SkillWG-AnalyzeCode, ATT-Type-Why, Difficulty-2-Medium, ExternalDomainReferences-1-Low, Block-Horizontal-3-Funct_ProgGoal, TopicSimon-Arrays, Block-Vertical-4-Macro-Structure, Bloom-3-Analysis, Language-Python, CS1, LinguisticComplexity-1-Low, TopicWG-Searching-Binary, CodeLength-lines-06-to-24_Medium"
questions-p2.html,90,canterbury-633310,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicWG-Graphs,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicWG-Graphs, TopicSimon-CollectionsExceptArray, Block-Vertical-4-Macro-Structure, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,91,canterbury-633220,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-CollectionsExceptArray,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-English_to_CSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-CollectionsExceptArray, Block-Vertical-4-Macro-Structure, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, TopicWG-Sorting-Other, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,92,canterbury-632313,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicWG-ADT-Queue-DefInterfaceUse,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-PureKnowledgeRecall, TopicWG-ADT-Queue-DefInterfaceUse, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-0-WWWWWW, Block-Vertical-2-Block, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,93,canterbury-633897,excluded,missing_or_invalid_bloom,4,2,medium,CS2,,TopicWG-Trees-Search-Balanced,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, ATT-Type-How, Difficulty-2-Medium, ExternalDomainReferences-1-Low, Bloom-4-Application, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low, TopicWG-Trees-Search-Balanced, TopicWG-Trees-Search-NotBalanced"
questions-p2.html,94,canterbury-630974,kept,,2,1,easy,CS1,Skill-ExplainCode,TopicSimon-LogicalOperators,5,yes,yes,"Nested-Block-Depth-1, ATT-Transition-ApplyCode, Skill-ExplainCode, Contributor_Stephen_Edwards, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, Bloom-2-Comprehension, Language-Java, TopicSimon-LogicalOperators, CS1, LinguisticComplexity-1-Low, CodeLength-lines-00-to-06_Low, ConceptualComplexity-1-Low, TopicSimon-SelectionSubsumesOps"
questions-p2.html,95,canterbury-633296,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-CollectionsExceptArray,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-1-Atom, TopicSimon-CollectionsExceptArray, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low, TopicWG-Trees-Other, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,96,canterbury-633572,kept,,2,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-Assignment,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-Code_to_CSspeak, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-Assignment, Block-Vertical-1-Atom, TopicSimon-DataTypesAndVariables, Language-Java, Bloom-2-Comprehension, CS1, LinguisticComplexity-1-Low, CodeLength-lines-00-to-06_Low, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,97,canterbury-634186,excluded,missing_or_invalid_bloom,5,3,hard,CS2,,TopicWG-Heaps,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Elizabeth_Patitsas, ATT-Type-How, Difficulty-3-High, ExternalDomainReferences-1-Low, TopicWG-Heaps, Bloom-5-Synthesis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, TopicWG-Trees-Other, TopicWG-Trees-Search-NotBalanced"
questions-p2.html,98,canterbury-634968,excluded,missing_or_invalid_bloom,,2,medium,CS2,Skill-WriteCode_MeansChooseOption,TopicSimon-MethodsFuncsProcs,5,yes,yes,"ATT-Transition-CSspeak_to_English, Contributor_Robert_McCartney, Skill-WriteCode_MeansChooseOption, ATT-Type-How, Difficulty-2-Medium, Language-Java, CS1, TopicSimon-MethodsFuncsProcs, CS2, CodeLength-NotApplicable, TopicSimon-ProgramDesign"
questions-p2.html,99,canterbury-634940,kept,,3,3,hard,CS2,Skill-Trace_IncludesExpressions,TopicSimon-ArithmeticOperators,4,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-Code_to_CSspeak, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-3-High, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-ArithmeticOperators, Block-Vertical-2-Block, Language-C, TopicSimon-DataTypesAndVariables, Bloom-3-Analysis, LinguisticComplexity-1-Low, CS2, TopicWG-Pointers-ButNotReferences, TopicWG-Recs-Structs-HeteroAggs, CodeLength-lines-00-to-06_Low, ConceptualComplexity-3-High, Nested-Block-Depth-0-no_ifs_loops"
questions-p2.html,100,canterbury-633552,excluded,missing_or_invalid_bloom,6,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-CollectionsExceptArray,4,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, Difficulty-1-Low, ATT-Type-Why, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-CollectionsExceptArray, TopicWG-Hashing-HashTables, Block-Vertical-4-Macro-Structure, Bloom-6-Evaluation, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,1,canterbury-634431,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-Arrays,4,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-PureKnowledgeRecall, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, TopicSimon-Arrays, Block-Vertical-1-Atom, TopicWG-LinkedLists, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-lines-00-to-06_Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,2,canterbury-634945,kept,,1,2,medium,CS2,Skill-WriteCode_MeansChooseOption,TopicSimon-Assignment,3,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-CSspeak_to_Code, Skill-WriteCode_MeansChooseOption, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, TopicSimon-Assignment, Block-Vertical-1-Atom, Language-C, TopicSimon-DataTypesAndVariables, Bloom-1-Knowledge, CS2, LinguisticComplexity-2-Medium, TopicWG-Pointers-ButNotReferences, TopicWG-Recs-Structs-HeteroAggs, CodeLength-lines-00-to-06_Low, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,3,canterbury-627766,kept,,2,2,medium,CS2,Skill-Trace_IncludesExpressions,TopicSimon-Recursion,4,yes,yes,"Nested-Block-Depth-1, ATT-Transition-ApplyCode, Contributor_Kate_Sanders, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, Bloom-2-Comprehension, Language-Java, LinguisticComplexity-1-Low, CS2, CodeLength-lines-00-to-06_Low, TopicSimon-Recursion, ConceptualComplexity-2-Medium"
questions-p3.html,4,canterbury-632575,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicWG-Hashing-HashTables,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-1-Atom, TopicWG-Hashing-HashTables, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,5,canterbury-634916,kept,,2,2,medium,CS1,Skill-WriteCode_MeansChooseOption,TopicSimon-LoopsSubsumesOperators,5,yes,yes,"ATT-Transition-ApplyCode, Contributor_Stephen_Edwards, Skill-WriteCode_MeansChooseOption, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, Language-Java, Bloom-2-Comprehension, TopicSimon-LoopsSubsumesOperators, CS1, TopicSimon-MethodsFuncsProcs, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-1-Low, Nested-Block-Depth-1"
questions-p3.html,6,canterbury-633661,kept,,3,1,easy,CS2,SkillWG-AnalyzeCode,TopicSimon-OOconcepts,5,yes,yes,"Contributor_Jaime_Spacco, ATT-Transition-English_to_CSspeak, ATT-Type-How, Difficulty-1-Low, SkillWG-AnalyzeCode, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-2-Medium, Block-Vertical-3-Relations, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, TopicSimon-OOconcepts, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,7,canterbury-632850,kept,,3,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-DataTypesAndVariables,5,yes,yes,"ATT-Transition-ApplyCode, Contributor_Jaime_Spacco, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, TopicSimon-DataTypesAndVariables, Language-Java, Bloom-3-Analysis, CS1, LinguisticComplexity-1-Low, CodeLength-lines-00-to-06_Low, ConceptualComplexity-1-Low, Nested-Block-Depth-1"
questions-p3.html,8,canterbury-634127,kept,,1,2,medium,CS2,Skill-Trace_IncludesExpressions,TopicSimon-DataTypesAndVariables,4,yes,yes,"Contributor_Elizabeth_Patitsas, ATT-Transition-CSspeak_to_Code, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-1-Atom, Language-C, TopicSimon-DataTypesAndVariables, Bloom-1-Knowledge, LinguisticComplexity-1-Low, CS2, CodeLength-lines-00-to-06_Low, TopicSimon-RelationalOperators, TopicSimon-Strings, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,9,canterbury-633291,kept,,3,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"Contributor_Chris_Johnson, ATT-Transition-ApplyCSspeak, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, TopicWG-Heaps, Bloom-3-Analysis, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,10,canterbury-630996,excluded,missing_or_invalid_bloom,5,1,easy,CS1,Skill-DesignProgramWithoutCoding,TopicSimon-MethodsFuncsProcs,4,yes,yes,"ATT-Transition-CSspeak_to_Code, Contributor_Kate_Sanders, Skill-DesignProgramWithoutCoding, Difficulty-1-Low, ATT-Type-Why, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, Block-Vertical-3-Relations, Language-Java, Bloom-5-Synthesis, LinguisticComplexity-1-Low, CS1, TopicSimon-MethodsFuncsProcs, MultipleAnswers-See-Explanation, TopicSimon-ProgramDesign, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-2-Medium, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,11,canterbury-635037,kept,,3,1,easy,CS1,Skill-PureKnowledgeRecall,TopicSimon-AlgorithmComplex-BigO,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Michael_Goldweber, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, TopicSimon-AlgorithmComplex-BigO, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-4-Macro-Structure, Bloom-3-Analysis, Language-none-none-none, CS1, LinguisticComplexity-1-Low, CodeLength-NotApplicable, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,12,canterbury-632280,kept,,1,1,easy,CS2,Skill-PureKnowledgeRecall,TopicSimon-Arrays,5,yes,yes,"ATT-Transition-ApplyCSspeak, Contributor_Kate_Sanders, Skill-PureKnowledgeRecall, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-1-Struct_Text, ExternalDomainReferences-1-Low, TopicSimon-Arrays, Block-Vertical-1-Atom, TopicWG-LinkedLists, Bloom-1-Knowledge, Language-none-none-none, LinguisticComplexity-1-Low, CS2, CodeLength-NotApplicable, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,13,canterbury-618622,excluded,missing_or_invalid_bloom,,,,,,,4,yes,yes,
questions-p3.html,14,canterbury-632844,kept,,2,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-DataTypesAndVariables,5,yes,yes,"ATT-Transition-ApplyCode, Contributor_Jaime_Spacco, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-1-Atom, TopicSimon-DataTypesAndVariables, Bloom-2-Comprehension, Language-Python, TopicSimon-LogicalOperators, CS1, LinguisticComplexity-1-Low, CodeLength-lines-00-to-06_Low, ConceptualComplexity-1-Low, Nested-Block-Depth-0-no_ifs_loops"
questions-p3.html,15,canterbury-633457,kept,,3,1,easy,CS1,Skill-Trace_IncludesExpressions,TopicSimon-ArithmeticOperators,5,yes,yes,"Nested-Block-Depth-2-two-nested, ATT-Transition-ApplyCode, Contributor_Jaime_Spacco, Skill-Trace_IncludesExpressions, ATT-Type-How, Difficulty-1-Low, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, TopicSimon-ArithmeticOperators, Block-Vertical-2-Block, TopicSimon-DataTypesAndVariables, Bloom-3-Analysis, Language-Python, CS1, LinguisticComplexity-1-Low, CodeLength-lines-06-to-24_Medium, ConceptualComplexity-1-Low"
questions-p3.html,16,canterbury-627736,kept,,2,2,medium,CS1,Skill-TestProgram,TopicSimon-LoopsSubsumesOperators,5,yes,yes,"Nested-Block-Depth-2-two-nested, ATT-Transition-ApplyCode, Contributor_Kate_Sanders, Skill-TestProgram, ATT-Type-How, Difficulty-2-Medium, Block-Horizontal-2-Struct_Control, ExternalDomainReferences-1-Low, Block-Vertical-2-Block, Bloom-2-Comprehension, Language-Java, TopicSimon-LoopsSubsumesOperators, CS1, LinguisticComplexity-1-Low, CodeLength-lines-25-or-more_High, ConceptualComplexity-2-Medium, TopicSimon-SelectionSubsumesOps, TopicSimon-Testing"
